cli_document,churn,prob_churn,dias_desde_ultima,n_pedidos,ticket_total,tipo_cliente,canal,uf
CLI_7C91F8D0,0,4.568323345512033e-06,58,2,400.5,ANTIGO,Marketplace,SP
CLI_7C954A0B,1,0.9999987536031755,420,1,259.0,NOVO,Fulfillment,SP
CLI_7C966FCA,1,0.9999987536031755,429,2,301.4,ANTIGO,Marketplace,RJ
CLI_7C96A75A,0,4.568323345512033e-06,130,2,376.5,ANTIGO,Marketplace,MG
CLI_7C9AA106,0,4.568323345512033e-06,33,2,867.5,ANTIGO,Marketplace,SP
CLI_7CA0314F,1,0.9999987536031755,464,1,118.15,NOVO,Marketplace,SP
CLI_7CA0A89A,1,0.9999987536031755,249,2,483.37,ANTIGO,Marketplace,RJ
CLI_7CA0BBCF,0,4.568323345512033e-06,85,3,332.09000000000003,ANTIGO,Marketplace,SC
CLI_7CA1876B,1,0.9999987536031755,418,1,147.7,NOVO,Marketplace,SP
CLI_7CA1CB15,1,0.9999987536031755,269,1,91.29,NOVO,Marketplace,SP
CLI_7CA3AC89,0,4.568323345512033e-06,183,2,823.71,ANTIGO,Marketplace,PR
CLI_7CA5D79B,0,4.568323345512033e-06,78,2,396.72,ANTIGO,Marketplace,SP
CLI_7CA845F7,1,0.9999987536031755,498,1,279.72,NOVO,Marketplace,MA
CLI_7CA9F4FA,0,4.568323345512033e-06,48,2,422.35,ANTIGO,Marketplace,SP
CLI_7CADE560,1,0.9999987536031755,478,1,108.6,NOVO,Marketplace,SP
CLI_7CB0FE27,0,4.568323345512033e-06,81,3,491.32000000000005,ANTIGO,Marketplace,SP
CLI_7CB36978,1,0.9999987536031755,411,1,358.58,NOVO,Marketplace,MG
CLI_7CB3B412,1,0.9999987536031755,498,1,69.93,ANTIGO,Marketplace,PR
CLI_7CB495F3,1,0.9999987536031755,239,1,105.32,NOVO,Marketplace,PR
CLI_7CB74A8B,1,0.9999987536031755,388,1,191.81,NOVO,Marketplace,MG
CLI_7CB7E238,1,0.9999987536031755,296,1,67.93,ANTIGO,Marketplace,SP
CLI_7CBA7D9D,1,0.9999987536031755,296,1,128.19,NOVO,Marketplace,SP
CLI_7CC02C62,1,0.9999987536031755,416,1,248.86,ANTIGO,Marketplace,SP
CLI_7CC53778,1,0.9999987536031755,424,1,116.63,NOVO,Marketplace,RJ
CLI_7CC56764,1,0.9999987536031755,230,1,140.42,NOVO,Marketplace,BA
CLI_7CC7A651,1,0.9999987536031755,223,1,100.08,NOVO,Marketplace,SP
CLI_7CC98504,1,0.9999987536031755,347,1,158.54,ANTIGO,Marketplace,SP
CLI_7CCA2364,1,0.9999987536031755,503,1,105.39,NOVO,Marketplace,SC
CLI_7CCAFAD3,1,0.9999987536031755,474,1,98.6,NOVO,Marketplace,SP
CLI_7CCBED01,1,0.9999987536031755,433,1,723.81,NOVO,Marketplace,MG
CLI_7CD0DDB6,0,4.568323345512033e-06,38,2,325.25,ANTIGO,Marketplace,SP
CLI_7CD277D8,1,0.9999987536031755,408,1,276.09,NOVO,Marketplace,SP
CLI_7CD3448D,1,0.9999987536031755,528,1,143.01,NOVO,Marketplace,RJ
CLI_7CD50D4A,1,0.9999987536031755,547,1,100.5,ANTIGO,Marketplace,PR
CLI_7CD5BAFC,1,0.9999987536031755,230,1,224.25,NOVO,Marketplace,RJ
CLI_7CD8D793,1,0.9999987536031755,318,1,170.49,ANTIGO,Marketplace,SP
CLI_7CDA22B7,1,0.9999987536031755,526,1,298.98,ANTIGO,Marketplace,SP
CLI_7CE03A9D,1,0.9999987536031755,235,1,99.83,NOVO,Marketplace,SP
CLI_7CE39B5D,1,0.9999987536031755,429,1,149.8,ANTIGO,Marketplace,PR
CLI_7CE3F56E,1,0.9999987536031755,242,1,156.9,NOVO,Marketplace,RS
CLI_7CE4C28E,0,4.568323345512033e-06,151,2,718.92,ANTIGO,Marketplace,SP
CLI_7CE75230,1,0.9999987536031755,377,1,93.08,NOVO,Marketplace,SP
CLI_7CE79D0B,0,4.568323345512033e-06,24,2,280.39,ANTIGO,Marketplace,MG
CLI_7CE99E98,1,0.9999987536031755,258,1,159.0,NOVO,Marketplace,SP
CLI_7CED643F,1,0.9999987536031755,279,1,160.3,ANTIGO,Marketplace,SP
CLI_7CEDE2C1,0,4.568323345512033e-06,138,13,2754.91,ANTIGO,Marketplace,MG
CLI_7CEE4D15,0,4.568323345512033e-06,5,16,3827.51,ANTIGO,Marketplace,SP
CLI_7CEEB168,1,0.9999987536031755,391,1,231.79,NOVO,Marketplace,SE
CLI_7CEF75AA,1,0.9999987536031755,498,1,155.67,ANTIGO,Marketplace,RS
CLI_7CF09A58,1,0.9999987536031755,495,1,323.96,NOVO,Marketplace,MG
CLI_7CF2E7B0,1,0.9999987536031755,433,2,483.15,ANTIGO,Marketplace,MG
CLI_7CF4C861,1,0.9999987536031755,377,1,143.78,ANTIGO,Marketplace,RJ
CLI_7CF75377,1,0.9999987536031755,547,1,84.99,ANTIGO,Marketplace,PR
CLI_7CFF7CC0,1,0.9999987536031755,393,1,199.9,ANTIGO,Marketplace,SP
CLI_7CFFE161,1,0.9999987536031755,473,1,391.12,NOVO,Marketplace,SP
CLI_7D003E72,1,0.9999987536031755,418,1,357.8,ANTIGO,Marketplace,SP
CLI_7D005C4B,1,0.9999987536031755,456,1,126.42,NOVO,Marketplace,MG
CLI_7D01D332,0,4.568323345512033e-06,36,2,269.40999999999997,ANTIGO,Marketplace,SP
CLI_7D03910A,1,0.9999987536031755,403,1,132.86,NOVO,Marketplace,SP
CLI_7D06B22C,1,0.9999987536031755,383,1,315.53,NOVO,Marketplace,BA
CLI_7D0A5BBF,1,0.9999987536031755,413,1,199.8,NOVO,Marketplace,SP
CLI_7D0BA0BC,1,0.9999987536031755,359,2,328.16,ANTIGO,Marketplace,PR
CLI_7D118D00,1,0.9999987536031755,420,2,886.97,ANTIGO,Marketplace,PR
CLI_7D14E3FC,1,0.9999987536031755,322,1,144.42,NOVO,Fulfillment,SP
CLI_7D161383,0,4.568323345512033e-06,147,3,633.29,ANTIGO,Marketplace,MS
CLI_7D1DE699,1,0.9999987536031755,403,1,149.17,ANTIGO,Marketplace,MG
CLI_7D221DC9,1,0.9999987536031755,227,1,62.3,NOVO,Marketplace,RJ
CLI_7D25610B,1,0.9999987536031755,247,1,100.83,NOVO,Marketplace,RJ
CLI_7D279DDA,1,0.9999987536031755,402,1,128.62,NOVO,Fulfillment,SP
CLI_7D287064,1,0.9999987536031755,498,1,69.93,NOVO,Marketplace,SP
CLI_7D2F2B32,0,4.568323345512033e-06,34,7,1659.8000000000002,ANTIGO,Marketplace,MG
CLI_7D3300A2,1,0.9999987536031755,546,1,492.23,ANTIGO,Marketplace,SC
CLI_7D36621A,0,4.568323345512033e-06,11,2,253.29000000000002,ANTIGO,Marketplace,RJ
CLI_7D3DFF78,1,0.9999987536031755,513,1,188.1,NOVO,Fulfillment,SP
CLI_7D4313C7,0,4.568323345512033e-06,140,2,244.21,ANTIGO,Marketplace,MG
CLI_7D4BE6BA,1,0.9999987536031755,501,1,85.13,ANTIGO,Marketplace,SP
CLI_7D4DE220,1,0.9999987536031755,355,1,122.52,NOVO,Fulfillment,DF
CLI_7D4F9946,1,0.9999987536031755,292,1,259.0,ANTIGO,Marketplace,SP
CLI_7D521AEA,1,0.9999987536031755,266,1,99.91,NOVO,Marketplace,SP
CLI_7D52C0C4,1,0.9999987536031755,498,1,69.93,NOVO,Marketplace,SP
CLI_7D58A852,1,0.9999987536031755,449,1,261.78,NOVO,Marketplace,ES
CLI_7D5AF134,1,0.9999987536031755,423,2,262.51,ANTIGO,Marketplace,SP
CLI_7D5B1691,1,0.9999987536031755,272,1,128.62,NOVO,Marketplace,SP
CLI_7D5D1BB9,1,0.9999987536031755,461,1,145.38,NOVO,Marketplace,SC
CLI_7D5F9F05,1,0.9999987536031755,447,1,83.98,ANTIGO,Marketplace,MG
CLI_7D6440F2,1,0.9999987536031755,289,1,149.9,NOVO,Marketplace,PR
CLI_7D64DDCB,1,0.9999987536031755,511,1,134.91,NOVO,Marketplace,SP
CLI_7D693D0A,1,0.9999987536031755,254,1,161.61,NOVO,Marketplace,RJ
CLI_7D699958,0,4.568323345512033e-06,162,5,1695.3300000000002,ANTIGO,Marketplace,RJ
CLI_7D6E7025,1,0.9999987536031755,441,1,155.0,NOVO,Marketplace,PA
CLI_7D700AD8,1,0.9999987536031755,393,1,157.5,NOVO,Marketplace,MS
CLI_7D70A838,1,0.9999987536031755,337,1,93.62,NOVO,Marketplace,SP
CLI_7D716EF4,1,0.9999987536031755,472,1,322.34,NOVO,Marketplace,RJ
CLI_7D717D74,1,0.9999987536031755,498,1,139.86,ANTIGO,Marketplace,CE
CLI_7D7215DB,1,0.9999987536031755,403,1,92.64,NOVO,Marketplace,SP
CLI_7D7E1158,1,0.9999987536031755,229,1,116.89,NOVO,Marketplace,SP
CLI_7D7E2CDA,1,0.9999987536031755,516,1,127.88,NOVO,Marketplace,SP
CLI_7D824F01,0,4.568323345512033e-06,32,3,728.05,ANTIGO,Marketplace,RJ
CLI_7D8897BF,1,0.9999987536031755,383,2,570.9,ANTIGO,Marketplace,CE
CLI_7D889911,1,0.9999987536031755,265,1,93.7,ANTIGO,Marketplace,RJ
CLI_7D908F6F,1,0.9999987536031755,382,2,312.5,ANTIGO,Marketplace,RJ
CLI_7D926F14,1,0.9999987536031755,401,1,211.34,NOVO,Marketplace,MG
CLI_7D997444,1,0.9999987536031755,402,1,235.21,NOVO,Marketplace,ES
CLI_7D9C1410,1,0.9999987536031755,461,1,284.9,NOVO,Marketplace,SE
CLI_7D9CE246,1,0.9999987536031755,504,1,202.21,NOVO,Marketplace,RJ
CLI_7D9D14DB,0,4.568323345512033e-06,78,8,2285.09,ANTIGO,Marketplace,RJ
CLI_7D9E0E5E,1,0.9999987536031755,537,1,437.36,NOVO,Marketplace,RJ
CLI_7D9E0F73,1,0.9999987536031755,401,1,655.69,NOVO,Marketplace,DF
CLI_7DA06201,1,0.9999987536031755,519,1,127.88,NOVO,Marketplace,RJ
CLI_7DA1742E,0,4.568323345512033e-06,81,3,420.83000000000004,ANTIGO,Marketplace,SE
CLI_7DA17F7E,1,0.9999987536031755,412,2,565.4,ANTIGO,Marketplace,SP
CLI_7DA3C288,1,0.9999987536031755,412,1,271.91,NOVO,Marketplace,GO
CLI_7DA4A565,0,4.568323345512033e-06,140,2,383.21,ANTIGO,Marketplace,BA
CLI_7DA4C770,1,0.9999987536031755,314,1,174.49,NOVO,Fulfillment,RJ
CLI_7DA70584,0,4.568323345512033e-06,48,3,283.72,ANTIGO,Marketplace,RS
CLI_7DA8DCB5,1,0.9999987536031755,419,1,161.46,ANTIGO,Marketplace,SP
CLI_7DAB1244,0,4.568323345512033e-06,181,3,633.26,ANTIGO,Marketplace,PR
CLI_7DB05295,1,0.9999987536031755,307,1,262.03,NOVO,Marketplace,RJ
CLI_7DB15AC9,0,4.568323345512033e-06,32,3,716.4,ANTIGO,Marketplace,SP
CLI_7DB1999E,0,4.568323345512033e-06,144,4,657.32,ANTIGO,Marketplace,MG
CLI_7DB234AB,1,0.9999987536031755,498,1,69.93,NOVO,Marketplace,SP
CLI_7DB5AC29,1,0.9999987536031755,264,2,1093.58,ANTIGO,Marketplace,MG
CLI_7DB69EE7,1,0.9999987536031755,394,3,934.58,ANTIGO,Marketplace,SC
CLI_7DB70106,1,0.9999987536031755,506,1,217.44,ANTIGO,Fulfillment,SC
CLI_7DB73B27,1,0.9999987536031755,470,1,259.9,ANTIGO,Marketplace,RJ
CLI_7DB7F608,0,4.568323345512033e-06,48,2,136.86,ANTIGO,Marketplace,MG
CLI_7DB8683F,1,0.9999987536031755,348,1,307.81,NOVO,Marketplace,SP
CLI_7DB8E097,1,0.9999987536031755,244,1,248.0,NOVO,Marketplace,RJ
CLI_7DBAB366,1,0.9999987536031755,520,1,130.18,NOVO,Marketplace,RS
CLI_7DBC7B65,0,4.568323345512033e-06,129,2,295.34000000000003,ANTIGO,Marketplace,SP
CLI_7DBDF84E,0,4.568323345512033e-06,48,4,471.72,ANTIGO,Marketplace,SP
CLI_7DC0BE59,1,0.9999987536031755,546,1,116.0,NOVO,Fulfillment,RJ
CLI_7DC119BE,1,0.9999987536031755,420,1,76.93,NOVO,Marketplace,MS
CLI_7DC1B5B6,1,0.9999987536031755,442,1,138.6,NOVO,Marketplace,SP
CLI_7DC386A6,1,0.9999987536031755,229,1,129.6,NOVO,Marketplace,ES
CLI_7DC4B09B,1,0.9999987536031755,441,1,88.59,ANTIGO,Marketplace,RJ
CLI_7DC508C7,1,0.9999987536031755,431,1,234.92,ANTIGO,Marketplace,SP
CLI_7DC521F3,0,4.568323345512033e-06,106,2,841.87,ANTIGO,Marketplace,MG
CLI_7DC9AECB,1,0.9999987536031755,535,1,701.84,NOVO,Marketplace,SC
CLI_7DCCE506,1,0.9999987536031755,291,1,115.98,ANTIGO,Marketplace,RJ
CLI_7DD12D6E,0,4.568323345512033e-06,40,3,705.42,ANTIGO,Marketplace,SP
CLI_7DD1F547,0,4.568323345512033e-06,64,2,441.77,ANTIGO,Marketplace,MG
CLI_7DD29648,1,0.9999987536031755,545,1,127.88,ANTIGO,Marketplace,SP
CLI_7DD2D82E,0,4.568323345512033e-06,46,2,376.06,ANTIGO,Marketplace,PR
CLI_7DD3D7F3,1,0.9999987536031755,398,2,380.31,ANTIGO,Marketplace,MG
CLI_7DD4C569,1,0.9999987536031755,276,1,269.9,NOVO,Fulfillment,SP
CLI_7DD4C7B5,1,0.9999987536031755,415,1,292.5,NOVO,Marketplace,GO
CLI_7DD54287,1,0.9999987536031755,281,1,83.62,NOVO,Marketplace,SP
CLI_7DD643F0,0,4.568323345512033e-06,145,3,984.8,ANTIGO,Marketplace,SP
CLI_7DD9C0FF,1,0.9999987536031755,348,2,209.85000000000002,NOVO,Marketplace,SP
CLI_7DDADC24,0,4.568323345512033e-06,34,4,1132.7,ANTIGO,Marketplace,GO
CLI_7DDCF360,1,0.9999987536031755,395,1,88.93,ANTIGO,Marketplace,RJ
CLI_7DE2594D,1,0.9999987536031755,471,1,184.41,NOVO,Marketplace,SP
CLI_7DE25E3B,1,0.9999987536031755,293,1,128.11,NOVO,Marketplace,SP
CLI_7DE5E514,1,0.9999987536031755,524,1,852.65,NOVO,Marketplace,RS
CLI_7DE69842,1,0.9999987536031755,235,1,153.95,NOVO,Marketplace,MG
CLI_7DE937D4,1,0.9999987536031755,303,1,127.89,NOVO,Marketplace,SP
CLI_7DEA29CD,0,4.568323345512033e-06,115,2,506.09000000000003,ANTIGO,Marketplace,SP
CLI_7DEAC66B,1,0.9999987536031755,314,1,68.34,NOVO,Marketplace,SP
CLI_7DEFC881,1,0.9999987536031755,478,1,162.37,NOVO,Marketplace,DF
CLI_7DF14EA7,1,0.9999987536031755,433,1,299.09,NOVO,Marketplace,PR
CLI_7DF2F305,1,0.9999987536031755,358,1,103.96,NOVO,Marketplace,MG
CLI_7DF4DF44,1,0.9999987536031755,337,1,196.86,ANTIGO,Marketplace,RJ
CLI_7DF69EA6,0,4.568323345512033e-06,211,2,816.8,ANTIGO,Marketplace,MT
CLI_7DF81DC2,1,0.9999987536031755,233,1,169.8,NOVO,Marketplace,DF
CLI_7DFF6AA7,0,4.568323345512033e-06,122,2,404.64,ANTIGO,Marketplace,BA
CLI_7E02409B,1,0.9999987536031755,445,1,147.7,NOVO,Marketplace,SP
CLI_7E03F803,1,0.9999987536031755,409,1,147.71,NOVO,Marketplace,SP
CLI_7E0553CD,1,0.9999987536031755,406,1,171.84,ANTIGO,Marketplace,RJ
CLI_7E074CA5,1,0.9999987536031755,520,1,98.92,NOVO,Marketplace,SP
CLI_7E09E5BB,1,0.9999987536031755,374,1,268.02,NOVO,Marketplace,SP
CLI_7E0B477D,1,0.9999987536031755,232,3,996.49,ANTIGO,Marketplace,SP
CLI_7E0B6CA2,1,0.9999987536031755,328,1,131.11,NOVO,Marketplace,SP
CLI_7E0F039D,1,0.9999987536031755,502,1,131.82,NOVO,Fulfillment,SP
CLI_7E111B21,0,4.568323345512033e-06,35,2,825.03,ANTIGO,Marketplace,ES
CLI_7E120FE6,1,0.9999987536031755,381,1,119.92,ANTIGO,Marketplace,SP
CLI_7E140434,1,0.9999987536031755,375,1,208.82,ANTIGO,Marketplace,RJ
CLI_7E144214,1,0.9999987536031755,293,1,128.86,NOVO,Marketplace,ES
CLI_7E14D7F8,1,0.9999987536031755,442,1,176.29,NOVO,Marketplace,RJ
CLI_7E183C08,1,0.9999987536031755,407,1,93.97,NOVO,Fulfillment,MG
CLI_7E199B0E,1,0.9999987536031755,332,1,135.82,NOVO,Marketplace,RJ
CLI_7E19C492,1,0.9999987536031755,285,1,232.01,NOVO,Marketplace,MG
CLI_7E1E6F09,1,0.9999987536031755,331,1,162.36,NOVO,Marketplace,SP
CLI_7E209356,1,0.9999987536031755,518,1,176.14,NOVO,Marketplace,PB
CLI_7E2302E6,1,0.9999987536031755,502,1,200.89,ANTIGO,Marketplace,MG
CLI_7E240D75,1,0.9999987536031755,230,2,483.36,ANTIGO,Marketplace,RJ
CLI_7E24D00F,1,0.9999987536031755,324,1,248.0,NOVO,Fulfillment,SP
CLI_7E26E0AC,1,0.9999987536031755,332,1,358.55,ANTIGO,Marketplace,SP
CLI_7E27FF7F,1,0.9999987536031755,441,1,153.0,ANTIGO,Marketplace,RJ
CLI_7E2B01B4,1,0.9999987536031755,436,1,157.71,ANTIGO,Marketplace,BA
CLI_7E2BC386,1,0.9999987536031755,434,1,335.45,NOVO,Marketplace,CE
CLI_7E2CE54C,0,4.568323345512033e-06,12,6,1036.85,ANTIGO,Marketplace,RJ
CLI_7E2D5842,1,0.9999987536031755,498,1,69.93,NOVO,Marketplace,RN
CLI_7E2D60EC,1,0.9999987536031755,277,1,98.61,ANTIGO,Marketplace,SP
CLI_7E306EC3,1,0.9999987536031755,507,1,215.01,NOVO,Marketplace,SP
CLI_7E34F04B,1,0.9999987536031755,464,1,158.6,NOVO,Marketplace,RJ
CLI_7E3DF383,1,0.9999987536031755,455,1,199.13,NOVO,Marketplace,MG
CLI_7E3E891E,1,0.9999987536031755,243,1,519.48,NOVO,Marketplace,PR
CLI_7E3EB1E2,1,0.9999987536031755,530,1,445.31,NOVO,Marketplace,SP
CLI_7E3FC36E,0,4.568323345512033e-06,53,2,350.03,ANTIGO,Marketplace,RJ
CLI_7E42D1E8,1,0.9999987536031755,422,1,79.92,NOVO,Marketplace,PA
CLI_7E477976,1,0.9999987536031755,228,1,372.05,ANTIGO,Marketplace,SP
CLI_7E47843B,1,0.9999987536031755,260,1,263.0,NOVO,Marketplace,SP
CLI_7E47A4E4,1,0.9999987536031755,330,1,488.0,NOVO,Marketplace,PR
CLI_7E47F423,1,0.9999987536031755,415,1,495.95,ANTIGO,Marketplace,RJ
CLI_7E4914D4,1,0.9999987536031755,535,1,228.1,NOVO,Marketplace,SP
CLI_7E4BDC71,1,0.9999987536031755,530,1,158.55,NOVO,Marketplace,SP
CLI_7E4F4B6F,1,0.9999987536031755,316,1,170.82,NOVO,Marketplace,MG
CLI_7E503B12,1,0.9999987536031755,284,1,86.11,NOVO,Marketplace,PR
CLI_7E5051CF,0,4.568323345512033e-06,35,2,361.77,ANTIGO,Marketplace,SP
CLI_7E52A741,1,0.9999987536031755,351,1,144.96,ANTIGO,Marketplace,DF
CLI_7E5392CF,1,0.9999987536031755,518,1,288.51,NOVO,Marketplace,PR
CLI_7E53BA2D,1,0.9999987536031755,381,1,118.72,NOVO,Marketplace,SP
CLI_7E549323,1,0.9999987536031755,463,2,432.45000000000005,ANTIGO,Marketplace,MG
CLI_7E55161D,1,0.9999987536031755,316,1,108.64,ANTIGO,Marketplace,RJ
CLI_7E5625A3,1,0.9999987536031755,325,1,442.2,ANTIGO,Marketplace,RJ
CLI_7E575BF9,1,0.9999987536031755,464,1,127.88,NOVO,Marketplace,MG
CLI_7E57DB56,1,0.9999987536031755,476,1,287.88,NOVO,Fulfillment,SP
CLI_7E5F2B33,1,0.9999987536031755,498,1,139.86,NOVO,Marketplace,SP
CLI_7E60918D,1,0.9999987536031755,515,1,295.4,NOVO,Marketplace,SP
CLI_7E60F146,1,0.9999987536031755,498,1,139.86,NOVO,Marketplace,SP
CLI_7E691BE5,1,0.9999987536031755,498,1,69.93,NOVO,Marketplace,BA
CLI_7E6A0A11,1,0.9999987536031755,498,1,158.9,ANTIGO,Marketplace,SP
CLI_7E6AB427,0,4.568323345512033e-06,192,2,497.82000000000005,ANTIGO,Marketplace,DF
CLI_7E6F91A2,1,0.9999987536031755,344,1,130.9,NOVO,Marketplace,RJ
CLI_7E703F62,1,0.9999987536031755,291,1,152.56,ANTIGO,Marketplace,SP
CLI_7E70AE0A,1,0.9999987536031755,400,1,239.84,NOVO,Marketplace,MG
CLI_7E723680,1,0.9999987536031755,498,1,139.86,NOVO,Marketplace,RS
CLI_7E766DCE,1,0.9999987536031755,498,1,69.93,NOVO,Marketplace,GO
CLI_7E7C5C65,1,0.9999987536031755,404,1,172.95,NOVO,Marketplace,MG
CLI_7E7D542B,1,0.9999987536031755,362,2,967.58,ANTIGO,Marketplace,SC
CLI_7E7F6FB2,1,0.9999987536031755,449,1,233.1,NOVO,Marketplace,SP
CLI_7E7FFE9F,1,0.9999987536031755,449,1,142.05,NOVO,Marketplace,MG
CLI_7E892C8A,1,0.9999987536031755,498,1,69.93,NOVO,Marketplace,RS
CLI_7E8BAD84,0,4.568323345512033e-06,85,3,522.39,ANTIGO,Marketplace,SP
CLI_7E8BFC15,1,0.9999987536031755,275,1,130.41,NOVO,Marketplace,SP
CLI_7E9280A4,1,0.9999987536031755,425,1,314.5,NOVO,Marketplace,SP
CLI_7E9558F6,1,0.9999987536031755,427,1,148.91,NOVO,Marketplace,SP
CLI_7E9A3758,1,0.9999987536031755,470,1,135.06,ANTIGO,Marketplace,RS
CLI_7E9B717D,1,0.9999987536031755,464,1,438.8,NOVO,Marketplace,RJ
CLI_7E9BBE4A,0,4.568323345512033e-06,204,3,709.8299999999999,ANTIGO,Marketplace,RJ
CLI_7E9DD3FF,1,0.9999987536031755,406,1,102.23,ANTIGO,Marketplace,RJ
CLI_7E9EBF98,0,4.568323345512033e-06,169,5,915.6700000000001,ANTIGO,Marketplace,PR
CLI_7EA05D45,1,0.9999987536031755,417,1,194.73,NOVO,Marketplace,BA
CLI_7EA1163D,1,0.9999987536031755,441,1,736.68,ANTIGO,Marketplace,TO
CLI_7EA18C38,1,0.9999987536031755,343,1,276.9,ANTIGO,Marketplace,SP
CLI_7EA26948,1,0.9999987536031755,356,1,259.0,NOVO,Marketplace,RJ
CLI_7EA314E4,1,0.9999987536031755,305,1,251.82,NOVO,Marketplace,MG
CLI_7EA48CDD,1,0.9999987536031755,533,1,193.78,NOVO,Marketplace,SP
CLI_7EABCA7E,1,0.9999987536031755,410,1,306.9,NOVO,Marketplace,GO
CLI_7EB3739D,0,4.568323345512033e-06,35,4,518.02,ANTIGO,Marketplace,SP
CLI_7EB939F6,1,0.9999987536031755,415,1,130.92,ANTIGO,Marketplace,RS
CLI_7EB9D2FA,1,0.9999987536031755,474,1,279.9,NOVO,Marketplace,SP
CLI_7EBDAF5B,1,0.9999987536031755,402,1,131.82,ANTIGO,Marketplace,RJ
CLI_7EC2ED19,1,0.9999987536031755,422,1,84.93,NOVO,Marketplace,SP
CLI_7EC3BE74,1,0.9999987536031755,461,1,231.79,ANTIGO,Marketplace,RN
CLI_7EC4A096,1,0.9999987536031755,323,2,400.46,ANTIGO,Marketplace,PA
CLI_7ECB8BCA,1,0.9999987536031755,402,1,108.81,ANTIGO,Marketplace,SP
CLI_7ECFE21B,0,4.568323345512033e-06,39,4,1434.0700000000002,ANTIGO,Marketplace,RJ
CLI_7ED31749,1,0.9999987536031755,498,1,150.45,NOVO,Marketplace,PR
CLI_7ED79CAE,0,4.568323345512033e-06,216,2,523.8399999999999,ANTIGO,Marketplace,SP
CLI_7ED83218,0,4.568323345512033e-06,80,3,621.86,ANTIGO,Marketplace,RJ
CLI_7ED91DD5,0,4.568323345512033e-06,179,2,414.14,ANTIGO,Marketplace,SP
CLI_7ED9F8B2,1,0.9999987536031755,416,1,215.92,NOVO,Fulfillment,SP
CLI_7EDB3BB0,1,0.9999987536031755,387,1,381.18,NOVO,Marketplace,AM
CLI_7EDF4D88,1,0.9999987536031755,511,1,148.6,NOVO,Marketplace,MG
CLI_7EE06BC1,1,0.9999987536031755,377,1,92.7,NOVO,Fulfillment,SP
CLI_7EE1E217,1,0.9999987536031755,450,2,189.26999999999998,ANTIGO,Marketplace,DF
CLI_7EE1F420,1,0.9999987536031755,336,1,303.28,NOVO,Marketplace,BA
CLI_7EE8BA02,1,0.9999987536031755,487,1,235.85,NOVO,Marketplace,PA
CLI_7EEA1074,1,0.9999987536031755,508,1,169.84,NOVO,Marketplace,MS
CLI_7EED3A3E,1,0.9999987536031755,240,1,243.2,ANTIGO,Marketplace,SP
CLI_7EEE52A7,1,0.9999987536031755,233,1,161.38,NOVO,Marketplace,RS
CLI_7EEF5B1B,1,0.9999987536031755,308,1,237.84,NOVO,Marketplace,SP
CLI_7EEFFDF9,1,0.9999987536031755,421,1,151.77,ANTIGO,Marketplace,BA
CLI_7EF02480,1,0.9999987536031755,392,1,133.81,NOVO,Marketplace,RJ
CLI_7EF23B2A,1,0.9999987536031755,414,2,659.3399999999999,ANTIGO,Marketplace,SP
CLI_7EF36623,1,0.9999987536031755,340,1,269.5,NOVO,Marketplace,SP
CLI_7EF3C646,1,0.9999987536031755,239,1,644.7,ANTIGO,Marketplace,SP
CLI_7EF51B2F,1,0.9999987536031755,440,1,127.88,NOVO,Marketplace,SP
CLI_7EF6947F,1,0.9999987536031755,474,1,127.88,NOVO,Marketplace,RJ
CLI_7EF7CB9A,1,0.9999987536031755,361,1,130.19,ANTIGO,Marketplace,PR
CLI_7EF80262,1,0.9999987536031755,507,1,167.91,NOVO,Marketplace,SP
CLI_7EF84C67,0,4.568323345512033e-06,53,2,209.03000000000003,ANTIGO,Marketplace,RS
CLI_7F01A253,1,0.9999987536031755,298,1,188.93,NOVO,Marketplace,SP
CLI_7F02A1A1,1,0.9999987536031755,414,1,80.6,NOVO,Marketplace,SP
CLI_7F0973A6,1,0.9999987536031755,407,2,736.4200000000001,ANTIGO,Marketplace,RJ
CLI_7F0BC4C5,0,4.568323345512033e-06,130,2,160.73000000000002,ANTIGO,Marketplace,MG
CLI_7F0C3D92,1,0.9999987536031755,402,1,536.24,NOVO,Marketplace,RJ
CLI_7F0CD4F7,1,0.9999987536031755,474,1,96.34,NOVO,Marketplace,MG
CLI_7F0EA503,1,0.9999987536031755,292,1,269.93,NOVO,Marketplace,RJ
CLI_7F0F8355,0,4.568323345512033e-06,149,2,637.19,ANTIGO,Marketplace,MG
CLI_7F1085E6,1,0.9999987536031755,275,1,127.89,NOVO,Marketplace,SP
CLI_7F176B37,1,0.9999987536031755,498,1,209.79,ANTIGO,Marketplace,MG
CLI_7F18B97A,1,0.9999987536031755,387,1,72.7,NOVO,Fulfillment,RJ
CLI_7F1A0B64,1,0.9999987536031755,530,1,158.55,NOVO,Marketplace,MG
CLI_7F1E6E6C,1,0.9999987536031755,419,1,167.3,NOVO,Fulfillment,MG
CLI_7F2016BB,1,0.9999987536031755,286,1,266.29,NOVO,Marketplace,SP
CLI_7F23C8A3,1,0.9999987536031755,299,1,885.7,NOVO,Marketplace,MT
CLI_7F24E70B,0,4.568323345512033e-06,18,3,886.1600000000001,ANTIGO,Marketplace,SE
CLI_7F26B987,1,0.9999987536031755,404,1,268.8,NOVO,Marketplace,SP
CLI_7F2985A1,1,0.9999987536031755,414,1,108.92,NOVO,Marketplace,SP
